id,start_time,end_time,length,removed_from_corpus,changed,new_name,new_start,new_end,Explanation,r1,a1,r2,a2,speaker_1,speaker_1_gender,speaker_1_role,speaker_2,speaker_2_gender,speaker_2_role,mean_score,Text,Dash
132_Crouse_Sotomayor_KahlervKansas,2403.24,2409.24,6,,,,,,,18,10,41,69,Crouse,m,a,Sotomayor,f,j,29.5, I think I would finely parse that a little bit. ,FALSE
40_Clement_Breyer_VAvGolden,874.44,880.44,6,,,,,,,18,0,67,55,Clement,f,a,Breyer,m,j,42.5," So I -- I would say two things, both of which are different from what you said, Justice Breyer. I mean, one is I do think in this kind of second trial context -- I mean, I think there's room for sort of a State Farm fox principle that if you're coming out diametrically opposed, you should at least avert to the fact that you're doing that and have to come up with some slightly-better- than-normal reason to at least explain the change. But the second thing that I think would be more limited to these redistricting cases, and I think it's very important, is when you have a context where the court has gone out of its way to say that it's particularly important to credit the good faith of the legislatures engaged in a very difficult task, I think you need a heightened standard before you dismiss their testimony across the board. And what you have in this case, I think, is a perfect illustration of it. ",FALSE
1_Schrup_Ginsburg_KahlervKansas,133.16,139.16,6,,,,,,,19,31,0,46,Schrup,f,a,Ginsburg,f,j,9.5," Mr. Chief Justice, and may it please the Court: For centuries, criminal culpability has hinged on the capacity for moral judgment, to discern and to choose between right and wrong. ",FALSE
105_Crouse_Roberts_KahlervKansas,2025.16,2031.16,6,,,,,,,19,31,0,46,Crouse,m,a,Roberts,m,j,9.5, I -- I could because of the nature of this Court's inquiry. ,FALSE
225_Breyer_Unikowsky_WAvCoug,2162.76,2168.76,6,,,,,,,19,14,21,71,Breyer,m,j,Unikowsky,m,a,20," A tax is imposed of 90 percent when marijuana enters this state, and you just told me that would be okay. ",FALSE
54_Ratner_Alito_VAvGolden,1387.36,1393.36,6,,,,,,,19,15,33,35,Ratner,m,a,Alito,m,j,26," I think so, Your Honor, because what we're talking about here is potentially an effect for current incumbents in their capacity as candidates for -- for reelection prospects. And so we're not talking about the current House having any injury. ",FALSE
57_Purcell_Gorsuch_WAvCoug,549,555,6,,,,,,,19,24,13,58,Purcell,m,a,Gorsuch,m,j,16," Of course, that wouldn't cover something like,
for example,
regulating firearm possession or diseased apple transportation. ",FALSE
119_Crouse_Kagan_KahlervKansas,2280.04,2286.04,6,,,,,,,20,10,44,64,Crouse,m,a,Kagan,f,j,32," Well, I think it's a spectrum as to what the states believe is appropriate. In Delaware, for example, my understanding is that individual would not be convicted, whereas in Illinois that person could be convicted because they know that shooting a human being is legally wrong. ",FALSE
190_Unikowsky_Breyer_WAvCoug,1986.16,1992.16,6,,,,,,,20,32,43,48,Unikowsky,m,a,Breyer,m,j,31.5," Well, yeah, but I think that things that are inherent in transportation, like breathing while you're transporting it,
I think would be sort of wrapped up in transportation. I mean,
on the facts of this case,
what we have here is an Indian distributor transporting fuel to an Indian reservation to be sold to an Indian retailer on the reservation and potentially to Indian customers. Really,
the only connection that Cougar Den has off-reservation is that it's hauling this fuel. ",FALSE
290_Breyer_Unikowsky_WAvCoug,3060.76,3066.76,6,,,,,,,21,35,4,52,Breyer,m,j,Unikowsky,m,a,12.5, I'm not talking about non-Indians. ,FALSE
68_Kagan_Purcell_WAvCoug,702.88,708.88,6,,,,,,,21,15,14,35,Kagan,f,j,Purcell,m,a,17.5," But what the treaty seems to present -- prevent is the state from taxing either travel or, as Justice Kavanaugh says, travel with goods. Isn't that exactly what they got in exchange for their land? ",FALSE
152_Jurss_Gorsuch_MitchellvWisconsin,2152.96,2158.96,6,,,,,,,22,41,22,40,Jurss,f,a,Gorsuch,m,j,22," And so, if this Court wishes to look at it not through consent but as a condition of driving, it's still a reasonable condition. And as to your question, Justice Sotomayor, why would this person expect it, for the unconscious driver in particular, he has every reasonable expectation that he will be facing bodily intrusion to test for evidence of intoxication. So he, more than other intoxicated drivers, has put himself in a position where the reasonable expectation is he will be taken to a hospital and there will be testing of his blood. ",FALSE
155_Adams_Kagan_WAvCoug,1564.24,1570.24,6,,,,,,,22,5,30,19,Adams,f,a,Kagan,f,j,26," But what the state has done is to tax exactly the activity that's protected under the treaty, which is the -- which is the transportation of goods to and from market. ",FALSE
30_Clement_Roberts_VAvGolden,594.88,600.88,6,,,,,,,22,11,18,49,Clement,f,a,Roberts,m,j,20," No, I -- I -- I think what you're doing is you're recognizing as a matter of federal law that at a certain point, if, in the federal courts, the executive branch has allowed the House of Delegates and its counsel to represent the interests of the Commonwealth as a whole, there are consequences to that choice. ",FALSE
40_Ginsburg_Schrup_KahlervKansas,908.32,914.32,6,,,,,,,22,4,90,69,Ginsburg,f,j,Schrup,f,a,56," What -- what would be put before the jury, that is, what now, what evidence in this record would you point to to show that Kahler was unable to tell right from wrong? What evidence is there that he was unable to make that distinction? ",FALSE
186_Unikowsky_Alito_WAvCoug,1915.96,1921.96,6,,,,,,,23,44,26,44,Unikowsky,m,a,Alito,m,j,24.5," Well, first of all, I think that, as applied to fuel that comes in from out of state, really, first possession just is inherently importation. In other words, you can't be the first possessor of fuel,
at least that originates out of state,
unless you're the one hauling it into the state. So, in that context, I just think first possession kind of means it. ",FALSE
48_Breyer_Hinkel_MitchellvWisconsin,834.12,840.12,6,,,,,,,23,13,98,23,Breyer,m,j,Hinkel,m,a,60.5," You can make up whatever you want in situations, but just tell me as if I were this officer who wants to know. ",FALSE
116_Heytens_Alito_VAvGolden,2429.24,2435.24,6,,,,,,,24,3,13,35,Heytens,f,a,Alito,m,j,18.5," It is an -- it is an economic injury, but this Court has been clear that what you need is a judicially cognizable injury. ",FALSE
146_Jurss_Sotomayor_MitchellvWisconsin,2024.16,2030.16,6,,,,,,,24,55,33,61,Jurss,f,a,Sotomayor,f,j,28.5," If -- if you don't believe it's consent, it's still a reasonable condition of driving. ",FALSE
172_Sotomayor_Clement_VAvGolden,3552.72,3558.72,6,,,,,,,24,2,8,57,Sotomayor,f,j,Clement,f,a,16," -- every House body can come in, so can their attorney general, presumably, and possibly some individual members. ",FALSE
76_Kagan_Purcell_WAvCoug,836.76,842.76,6,,,,,,,24,43,86,58,Kagan,f,j,Purcell,m,a,55, You would describe it as possessing fuel as opposed to transporting fuel? ,FALSE
1_Clement_Ginsburg_VAvGolden,84.84,90.84,6,,,,,,,25,3,56,19,Clement,f,a,Ginsburg,f,j,40.5," Mr. Chief Justice, and may it please the Court: In 2011, the Virginia House of Delegates formulated a redistricting plan that garnered overwhelming bipartisan support and swift preclearance by the Justice Department. That plan has governed the first four election cycles of the decade and delivered on its promise to provide African American voters with the ability to elect their candidates of choice in 12 districts that everybody agreed should be majority-minority districts. The basic choice for this Court will be whether that plan, duly enacted by the people of Virginia, will govern this last election of the decade or if, instead, there will be a court-imposed plan formulated by a special master from out of state. Now the Virginia attorney general, for his part, would impose the court-ordered plan on the people of Virginia on the theory that the House of Delegates lacks appellate standing to appeal. That argument is deeply flawed and has enormous consequences that go well beyond this case but would be a particularly problematic feature in the all-too-often context where there is an impasse between the legislative branch and the executive branch and there has to be a court-ordered plan and the legislative branch and the executive branch are often adverse in that litigation over the court-ordered plan. ",FALSE
164_Roberts_Elias_VAvGolden,3430.32,3436.32,6,,,,,,,25,2,81,9,Roberts,m,j,Elias,f,a,53," Well, this is in a context where you are required to consider race to comply with Section 5 of the Voting Rights Act. ",FALSE
164_Unikowsky_Roberts_WAvCoug,1687.44,1693.44,6,,,,,,,25,23,63,48,Unikowsky,m,a,Roberts,m,j,44," Yeah, I think that a fee that goes into the -- you know, the general treasury of the state cannot -- cannot be assessed on the tribe when they're exercising the treaty right. ",FALSE
47_Schrup_Kavanaugh_KahlervKansas,1066,1072,6,,,,,,,25,31,67,45,Schrup,f,a,Kavanaugh,m,j,46, It is realistic because we know from the briefs that they -- that jurors are swayed by what they decide at the guilt phase. ,FALSE
51_Hinkel_Breyer_MitchellvWisconsin,851.04,857.04,6,,,,,,,25,43,32,63,Hinkel,m,a,Breyer,m,j,28.5," I would think you would have to have some reason to think that that was due to intoxication, due to an intoxicated drunk. ",FALSE
241_Hinkel_Breyer_MitchellvWisconsin,3638.76,3644.76,6,,,,,,,26,36,27,73,Hinkel,m,a,Breyer,m,j,26.5, I disagree with the premise that the consequence of license revocation is going to lead to automatic consent in every case. ,FALSE
77_Hinkel_Sotomayor_MitchellvWisconsin,1068.64,1074.64,6,,,,,,,26,57,28,73,Hinkel,m,a,Sotomayor,f,j,27," Yes, that would be -- that would be, I believe, exigent circumstances. ",FALSE
135_Elias_Kavanaugh_VAvGolden,2838.44,2844.44,6,,,,,,,27,32,38,67,Elias,f,a,Kavanaugh,m,j,32.5," So that brings me to the second point, which is this Court in Cooper faced a more extreme version of that, as you recall, where you had the state court had found one set of factual determinations with respect to why the North Carolina map had been drawn a certain way, and you had the federal court using essentially the same -- in the same basic set of facts, weigh the evidence the other. And this Court had to decide what to do in that instance and applied what was the appropriate rule there and the appropriate rule here, which is that the case before it is the -- is the case for which -- that deferential, clear error review is appropriate. These three judges had the benefit not just of the evidence in the second trial but the evidence in the first trial. ",FALSE
264_Unikowsky_Ginsburg_WAvCoug,2617.48,2623.48,6,,,,,,,27,24,66,27,Unikowsky,m,a,Ginsburg,f,j,46.5," Yeah,
I'm happy to. So on -- on the hypothetical of buying things online, I think it would depend on how the statute defined the taxable event. ",FALSE
315_Purcell_Gorsuch_WAvCoug,3545.64,3551.64,6,,,,,,,27,43,26,44,Purcell,m,a,Gorsuch,m,j,26.5, And -- and that's just a misrepresentation of the case law. ,FALSE
45_Sotomayor_Clement_VAvGolden,1272.36,1278.36,6,,,,,,,27,2,25,14,Sotomayor,f,j,Clement,f,a,26," Well, it is odd, Mr. Clement, that you say they didn't have voting records because 95 is next to 92. ",FALSE
144_Kavanaugh_Elias_VAvGolden,2941.96,2947.96,6,,,,,,,29,2,29,54,Kavanaugh,m,j,Elias,f,a,29, Is it -- is it correct that the Black Caucus was supportive of the plan? ,FALSE
19_Hinkel_Alito_MitchellvWisconsin,388.28,394.28,6,,,,,,,29,2,50,4,Hinkel,m,a,Alito,m,j,39.5, Sure. ,FALSE
21_Schrup_Alito_KahlervKansas,529.64,535.64,6,,,,,,,29,10,17,69,Schrup,f,a,Alito,m,j,23," Your Honor, it's not about the diagnosis. ",FALSE
77_Purcell_Kagan_WAvCoug,841.32,847.32,6,,,,,,,29,26,26,58,Purcell,m,a,Kagan,f,j,27.5, They owe the tax because they possess fuel. ,FALSE
9_Clement_Sotomayor_VAvGolden,199.12,205.12,6,,,,,,,29,21,31,54,Clement,f,a,Sotomayor,f,j,30," So I -- I beg to differ, which is to say I think that when you have the legislative districts, those are not just about elections. ",FALSE
10_Ginsburg_Hinkel_MitchellvWisconsin,171.56,177.56,6,,,,,,,30,40,30,41,Ginsburg,f,j,Hinkel,m,a,30," What about the unconscious driver, who couldn't hear that notice? ",FALSE
124_Jurss_Kagan_MitchellvWisconsin,1729.32,1735.32,6,,,,,,,30,73,44,75,Jurss,f,a,Kagan,f,j,37," There are potential problems with that, and we see that playing out. So, once we've -- once he's at the hospital, if law enforcement -- excuse me -- medical staff will want to draw his blood quickly because that's how they're determining how to treat him. And so, if, at that point, law enforcement can say, instead of drawing X amount of blood, please draw a little bit more blood to be used for law enforcement purposes, then we're talking about one blood draw all at that time. If, instead, a law enforcement officer has to get on the phone and call the magistrate, even if it's not a tremendously significant delay in terms of time, what's happening is then interim medical care may be offered. ",FALSE
42_Kagan_Purcell_WAvCoug,353.28,359.28,6,,,,,,,30,16,99,58,Kagan,f,j,Purcell,m,a,64.5," So, if both of those things are true, then it seems to me we come -- to me, the hardest issue, which is how do we look at this tax? Do we look at it as a tax that is preventing the Yakama from doing exactly what they bargained for in this treaty; in other words, it -- you know, it's not preventing but burdening the Yakama from traveling on roads with goods,
or you keep on saying,
well,
no,
because it's not targeted at that. ",FALSE
67_Purcell_Kagan_WAvCoug,688.44,694.44,6,,,,,,,30,1,35,15,Purcell,m,a,Kagan,f,j,32.5," Your Honor, the Yakama remain entirely free to take goods to market. And Cougar Den has conceded that the state can tax their -- their trading of goods off-reservation, as they must. ",FALSE
8_Ginsburg_Hinkel_MitchellvWisconsin,157.32,163.32,6,,,,,,,30,52,87,73,Ginsburg,f,j,Hinkel,m,a,58.5," How -- how -- how would it be if the statute simply said, if you don't consent -- let's say we have -- we now have a conscious driver -- if you don't consent, then we will immediately revoke your license and, when we try you for driving under the influence, we can tell the jury that you refused to consent to a blood test. Would that statute -- that statute wouldn't have a Fourth Amendment problem, would it? ",FALSE
80_Kavanaugh_Purcell_WAvCoug,879.32,885.32,6,,,,,,,30,52,69,72,Kavanaugh,m,j,Purcell,m,a,49.5," That -- that reading of ""in common with"" was rejected by the Court in the fishing cases. ",FALSE
128_Crouse_Gorsuch_KahlervKansas,2375.8,2381.8,6,,,,,,,31,31,46,64,Crouse,m,a,Gorsuch,m,j,38.5," Well, I -- I think what this Court has done is historically guarded mens rea because that's what separates innocent conduct from criminal conduct. ",FALSE
134_Roberts_Elias_VAvGolden,2765.8,2771.8,6,,,,,,,31,5,72,26,Roberts,m,j,Elias,f,a,51.5," And it just seems to me that -- that -- you know, it strikes me as a little awkward to apply the very deferential, clearly erroneous standard when you've got this other -- other findings that are the exact opposite. ",FALSE
145_Elias_Kavanaugh_VAvGolden,3105.12,3111.12,6,,,,,,,31,16,20,39,Elias,f,a,Kavanaugh,m,j,25.5," I think that members of the Black Caucus testified in the second trial that they were told that the -- and this is their words -- the gospel according to Jones was that every district had to be 55 percent. And they -- for VRA compliance and they assumed that was correct. But, if you look at the testimony of the African American members in the second trial, they will say that they did not believe that, in fact, their -- in order to have an ability to elect district, it needed to be that high. The -- the second answer I'd give you is I think it would be very instructive for this Court to look at two things. ",FALSE
188_Unikowsky_Alito_WAvCoug,1944,1950,6,,,,,,,31,6,21,55,Unikowsky,m,a,Alito,m,j,26, Okay. ,FALSE
21_Hinkel_Alito_MitchellvWisconsin,501.92,507.92,6,,,,,,,31,1,19,24,Hinkel,m,a,Alito,m,j,25," I agree with you, Justice Alito, that that is a more sensible way doctrinally to look at this than as consent. What would be wrong with it, some of the things that this Court said in Birchfield. First -- and Birchfield, of course, was applying the exigency exception rather than a reasonable condition, but the analysis is essentially the same. It's a balancing of privacy interests versus government interest in the search. ",FALSE
228_Schrup_Alito_KahlervKansas,3655.8,3661.8,6,,,,,,,31,10,33,45,Schrup,f,a,Alito,m,j,32," Our position is that to the extent it was tied to mens rea, inherent in the notion of mens rea was the ability to choose between right and wrong. So that is very different. ",FALSE
287_Unikowsky_Ginsburg_WAvCoug,2976.36,2982.36,6,,,,,,,31,37,42,60,Unikowsky,m,a,Ginsburg,f,j,36.5, The retailers are exclusively on the reservation. ,FALSE
46_Alito_Schrup_KahlervKansas,1039.08,1045.08,6,,,,,,,31,45,93,69,Alito,m,j,Schrup,f,a,62," But is that realistic? I'm on a jury and I say: Well, now I -- I've convicted this guy. ",FALSE
103_Crouse_Kagan_KahlervKansas,1957.2,1963.2,6,,,,,,,32,46,32,62,Crouse,m,a,Kagan,f,j,32, So I think I have three. The first one is the existence of strict liability. ,FALSE
11_Schrup_Alito_KahlervKansas,360.56,366.56,6,,,,,,,32,4,38,69,Schrup,f,a,Alito,m,j,35," Well, Your Honor, I -- you know, to the extent -- so I guess I would go back to history on this. ",FALSE
145_Kavanaugh_Adams_WAvCoug,1415.76,1421.76,6,,,,,,,32,0,24,43,Kavanaugh,m,j,Adams,f,a,28," The -- the purpose wasn't -- the purpose wasn't just to leave the reservation,
though. ",FALSE
161_Elias_Kagan_VAvGolden,3326.92,3332.92,6,,,,,,,32,0,35,57,Elias,f,a,Kagan,f,j,33.5," DOJ precleared it, but DOJ was not charged with looking at whether it was a racial gerrymander or not. ",FALSE
31_Schrup_Ginsburg_KahlervKansas,712.84,718.84,6,,,,,,,32,46,59,70,Schrup,f,a,Ginsburg,f,j,45.5," Well, we are -- we actually have sort of a perfect complements, Justice Kagan, because we have not only the history that goes back maybe a thousand years, and certainly since the mid 1500s, but we also have the modern practice, a fundamental -- a rule of fundamental fairness currently in operation in 48 of 53 U.S. jurisdictions. So it's not just the history. ",FALSE
42_Clement_Kagan_VAvGolden,1097.88,1103.88,6,,,,,,,32,12,10,36,Clement,f,a,Kagan,f,j,21, So I -- I -- I want to be very responsive to what I take to be sort of a strict scrutiny question. ,FALSE
19_Schrup_Alito_KahlervKansas,454.48,460.48,6,,,,,,,33,9,31,45,Schrup,f,a,Alito,m,j,32, No. ,FALSE
289_Unikowsky_Breyer_WAvCoug,3003.68,3009.68,6,,,,,,,33,23,27,57,Unikowsky,m,a,Breyer,m,j,30, That's true. ,FALSE
307_Unikowsky_Kavanaugh_WAvCoug,3399.2,3405.2,6,,,,,,,33,36,50,71,Unikowsky,m,a,Kavanaugh,m,j,41.5, Yeah. ,FALSE
60_Gorsuch_Purcell_WAvCoug,577.48,583.48,6,,,,,,,33,52,29,52,Gorsuch,m,j,Purcell,m,a,31," That's all, under the Yakama Indian Nation holding, that's all that the treaty would allow you to do. And I guess I'm wondering in the first instance why -- why you're not estopped from arguing a different position today? ",FALSE
69_Purcell_Kagan_WAvCoug,741.92,747.92,6,,,,,,,33,33,38,50,Purcell,m,a,Kagan,f,j,35.5," No,
Your Honor,
the best reading of the treaty is that it does not preempt non-discriminatory taxes that apply equally to everyone. ",FALSE
71_Ratner_Sotomayor_VAvGolden,1700.96,1706.96,6,,,,,,,33,27,11,33,Ratner,m,a,Sotomayor,f,j,22, It -- it doesn't seem intuitive at all that the new plan is necessarily going to be less compact and there's necessarily going to be some sort of real-world change in the day-to-day operation of the bodies. ,FALSE
79_Hinkel_Sotomayor_MitchellvWisconsin,1100.44,1106.44,6,,,,,,,33,10,27,16,Hinkel,m,a,Sotomayor,f,j,30," The legal difference is that exigency, as -- as it was described in McNeely, involves some obstacle to getting a warrant or something that would make timely getting a warrant impractical. ",FALSE
8_Sotomayor_Clement_VAvGolden,168.32,174.32,6,,,,,,,33,22,75,55,Sotomayor,f,j,Clement,f,a,54, Please tell me why. ,FALSE
155_Elias_Kavanaugh_VAvGolden,3253.08,3259.08,6,,,,,,,34,42,32,57,Elias,f,a,Kavanaugh,m,j,33," Then I misunderstood. So, in strict scrutiny, look, the truth is that all the State of Virginia had to do was come in with a good reason, and in this case, they came in with no reason, and it's really that -- it's really honestly that simple. ",FALSE
132_Adams_Sotomayor_WAvCoug,1309.16,1315.16,6,,,,,,,35,60,34,27,Adams,f,a,Sotomayor,f,j,34.5, Yes. ,FALSE
89_Crouse_Sotomayor_KahlervKansas,1746.08,1752.08,6,,,,,,,35,30,33,46,Crouse,m,a,Sotomayor,f,j,34," Well, it -- it does. ",FALSE
10_Sotomayor_Clement_VAvGolden,224.24,230.24,6,,,,,,,36,18,87,69,Sotomayor,f,j,Clement,f,a,61.5, There still will be a gentlelady from Norfolk and a gentleman from wherever. ,FALSE
165_Crouse_Kagan_KahlervKansas,2664.92,2670.92,6,,,,,,,36,31,68,53,Crouse,m,a,Kagan,f,j,52, So I don't believe that was consistent with the historical understanding of mens rea. ,FALSE
28_Sotomayor_Purcell_WAvCoug,220.08,226.08,6,,,,,,,36,35,64,68,Sotomayor,f,j,Purcell,m,a,50," But you've just admitted that at the market where they pick this up,
you couldn't tax them. ",FALSE
304_Roberts_Unikowsky_WAvCoug,3346.56,3352.56,6,,,,,,,36,20,50,34,Roberts,m,j,Unikowsky,m,a,43," Well, you want to characterize it as a transport tax, and the statute doesn't say that either. ",FALSE
146_Adams_Kagan_WAvCoug,1440.8,1446.8,6,,,,,,,37,50,66,59,Adams,f,a,Kagan,f,j,51.5," I -- I don't think,
Justice Kavanaugh,
that -- that Respondent is even arguing that the trade can't be burdened once they leave the reservation. ",FALSE
156_Jurss_Gorsuch_MitchellvWisconsin,2231.08,2237.08,6,,,,,,,37,1,67,43,Jurss,f,a,Gorsuch,m,j,52," Your Honor is correct that it was a three-justice plurality in this case that upheld this search under consent grounds. The two other justices, just as one point of clarification, recognized it as a valid search incident to arrest. ",FALSE
62_Gorsuch_Purcell_WAvCoug,595.72,601.72,6,,,,,,,37,12,50,19,Gorsuch,m,j,Purcell,m,a,43.5," Well, I -- I don't feel bound. ",FALSE
305_Unikowsky_Sotomayor_WAvCoug,3365.96,3371.96,6,,,,,,,38,25,29,59,Unikowsky,m,a,Sotomayor,f,j,33.5," Well,
I think that the state court is responsible for construing state law. ",FALSE
63_Purcell_Kavanaugh_WAvCoug,627.2,633.2,6,,,,,,,38,21,32,22,Purcell,m,a,Kavanaugh,m,j,35," No,
Your Honor. ",FALSE
94_Gorsuch_Purcell_WAvCoug,970.16,976.16,6,,,,,,,38,20,77,58,Gorsuch,m,j,Purcell,m,a,57.5," -- and looking at the original understanding of both parties and its original meaning at that time,
and that the Indians understood it not to mean a common regulation applicable to everybody,
but,
again,
that they would be able to do the same things that they've always done, just with non-native persons present? ",FALSE
231_Kavanaugh_Hinkel_MitchellvWisconsin,3518.92,3524.92,6,,,,,,,39,3,93,57,Kavanaugh,m,j,Hinkel,m,a,66," Why not have a categorical exigency for this category of cases involving unconscious, because the factors in many cases are going to be such as were described. ",FALSE
39_Schrup_Ginsburg_KahlervKansas,888.88,894.88,6,,,,,,,40,4,42,65,Schrup,f,a,Ginsburg,f,j,41," Well, you can't -- Mr. Chief Justice, you can't take that one fact out of context. ",FALSE
127_Roberts_Elias_VAvGolden,2623.16,2629.16,6,,,,,,,41,6,34,52,Roberts,m,j,Elias,f,a,37.5," Well, what the solicitor general -- the federal government's solicitor general says is that you're -- you're right, but it's -- it was too extreme, that they didn't look at other factors that had to do with the redistricting but sort of the -- the flip side of the prior error, that -- that they just looked at -- the court was wrong in reviewing it to simply look at that same statistical figure. ",FALSE
161_Roberts_Unikowsky_WAvCoug,1663.4,1669.4,6,,,,,,,41,15,0,59,Roberts,m,j,Unikowsky,m,a,20.5," Well, that's kind of the -- well,
in other words,
everybody else bringing apples in has to pay the fee to inspect the apples,
but the tribe doesn't, even though -- or the -- the fee can't be assessed if the tribe is transporting the apples? ",FALSE
43_Kagan_Clement_VAvGolden,1159.08,1165.08,6,,,,,,,41,40,41,41,Kagan,f,j,Clement,f,a,41," Well, I'm not sure I understand your answer, Mr. Clement, because, if there's one thing that we've made clear again and again, it's that the analysis ought to be district by district. ",FALSE
3_Schrup_Roberts_KahlervKansas,210.8,216.8,6,,,,,,,42,9,33,46,Schrup,f,a,Roberts,m,j,37.5," Yes, it would, Justice Ginsburg. ",FALSE
145_Sotomayor_Jurss_MitchellvWisconsin,2019.96,2025.96,6,,,,,,,43,71,93,76,Sotomayor,f,j,Jurss,f,a,68, This is not quite ignorance of the law. ,FALSE
226_Hinkel_Alito_MitchellvWisconsin,3425.88,3431.88,6,,,,,,,43,49,37,60,Hinkel,m,a,Alito,m,j,40," Thank you. This Court has repeatedly recognized that a blood draw is a significant interest that affects -- sorry, that offends an individual's sense of dignity and bodily integrity. ",FALSE
242_Unikowsky_Alito_WAvCoug,2263.56,2269.56,6,,,,,,,43,20,42,21,Unikowsky,m,a,Alito,m,j,42.5," I think that, you know, the distinction between taxes and fines might in some cases be difficult to identify. Not in this case. ",FALSE
98_Adams_Breyer_WAvCoug,1050.64,1056.64,6,,,,,,,43,22,67,43,Adams,f,a,Breyer,m,j,55," Mr. Chief Justice, and may it please the Court: Article III of the Yakama treaty does not exempt tribal members from paying Washington's motor fuel tax. The treaty protects the right in common with others to travel upon the public highways. ",FALSE
247_Kavanaugh_Unikowsky_WAvCoug,2344.72,2350.72,6,,,,,,,44,6,50,25,Kavanaugh,m,j,Unikowsky,m,a,47," If an off-reservation sales tax is okay,
as you say it is,
why is an off-reservation possession tax not okay? ",FALSE
59_Schrup_Gorsuch_KahlervKansas,1247.52,1253.52,6,,,,,,,44,53,50,53,Schrup,f,a,Gorsuch,m,j,47," I don't think that you draw the line, Justice Gorsuch, at punishment. ",FALSE
66_Kavanaugh_Ratner_VAvGolden,1616.04,1622.04,6,,,,,,,44,68,50,71,Kavanaugh,m,j,Ratner,m,a,47," Why -- why do you say ""in kind""? Just because of reduction in the size? ",FALSE
152_Adams_Kagan_WAvCoug,1533.84,1539.84,6,,,,,,,45,19,46,63,Adams,f,a,Kagan,f,j,45.5, Right. ,FALSE
240_Breyer_Hinkel_MitchellvWisconsin,3631.96,3637.96,6,,,,,,,45,25,64,44,Breyer,m,j,Hinkel,m,a,54.5," -- I can't get my hands on that, which is why I repeat it. ",FALSE
276_Unikowsky_Alito_WAvCoug,2734.48,2740.48,6,,,,,,,45,6,50,25,Unikowsky,m,a,Alito,m,j,47.5, Because the taxable transaction isn't the transportation of the fuel. ,FALSE
101_Hinkel_Sotomayor_MitchellvWisconsin,1338.76,1344.76,6,,,,,,,47,27,28,28,Hinkel,m,a,Sotomayor,f,j,37.5," Well, yes, I think there would be an argument of unconstitutional conditions. ",FALSE
15_Hinkel_Kagan_MitchellvWisconsin,264.8,270.8,6,,,,,,,47,71,0,73,Hinkel,m,a,Kagan,f,j,23.5," That -- I mean, that's certainly true, Justice Sotomayor. ",FALSE
100_Sotomayor_Crouse_KahlervKansas,1852.84,1858.84,6,,,,,,,49,4,100,45,Sotomayor,f,j,Crouse,m,a,74.5," Well, but that's the point, which is that issue, which is after conviction. ",FALSE
147_Kagan_Adams_WAvCoug,1449.72,1455.72,6,,,,,,,49,13,50,25,Kagan,f,j,Adams,f,a,49.5," But I think what is at issue is the transport of goods to and from the market,
which is what it seems the Yakama is engaging in here. ",FALSE
1_Hinkel_Roberts_MitchellvWisconsin,56.68,62.68,6,,,,,,,50,25,50,26,Hinkel,m,a,Roberts,m,j,50," Mr. Chief Justice, and may it please the Court: The State advances a bold and novel proposition here, that it can excuse itself from the Fourth Amendment warrant requirement simply by enacting a statute saying that some of its -- that its citizens have consented to a search. Here, that search is a blood draw, but there's no reason that similar statutes couldn't be enacted to authorize all manner of other searches. ",FALSE
100_Sotomayor_Hinkel_MitchellvWisconsin,1334.72,1340.72,6,,1,,,1338.72,Remove second turn change,50,25,81,63,Sotomayor,f,j,Hinkel,m,a,65.5, Don't you have an -- an unconstitutional conditions argument? ,FALSE
122_Jurss_Breyer_MitchellvWisconsin,1620.12,1626.12,6,,,,,,,50,24,31,23,Jurss,f,a,Breyer,m,j,40.5," Thank you, Mr. Chief Justice, and may it please the Court: The fundamental question is reasonableness. ",FALSE
123_Breyer_Jurss_MitchellvWisconsin,1648.92,1654.92,6,,,,,,,50,66,69,68,Breyer,m,j,Jurss,f,a,59.5," No, no, he's just -- take him to the hospital. ",FALSE
127_Gorsuch_Crouse_KahlervKansas,2366,2372,6,,,,,,,50,30,68,9,Gorsuch,m,j,Crouse,m,a,59, Why? And how do you reconcile that with our strict liability cases? ,FALSE
136_Kavanaugh_Elias_VAvGolden,2844.4,2850.4,6,,,,,,,50,16,56,15,Kavanaugh,m,j,Elias,f,a,53," Everyone agrees here that there needed to be 12 majority-minority districts, right? ",FALSE
153_Kagan_Adams_WAvCoug,1542.96,1548.96,6,,,,,,,50,50,37,71,Kagan,f,j,Adams,f,a,43.5," Well, it might be thin, but shouldn't we say that the state has to do things the right way,
which is to say the state has to do things without violating the treaty. ",FALSE
158_Jurss_Gorsuch_MitchellvWisconsin,2264.36,2270.36,6,,,,,,,50,16,66,14,Jurss,f,a,Gorsuch,m,j,58," Well, I think Your Honor and this Court may still recognize it reasonably at -- under the Fourth Amendment as a form of consent or, if this Court doesn't wish to do that, as a reasonable condition of driving. ",FALSE
162_Roberts_Jurss_MitchellvWisconsin,2342.92,2348.92,6,,,,,,,50,34,73,37,Roberts,m,j,Jurss,f,a,61.5," How do we remand for -- I mean, you know, there's certification and all, which is -- I don't say usually but often doesn't quite work out the way you hope. ",FALSE
